file_name,x1,x2,y1,y2,inference_mask,inference_acc,bbox_area
20210526_163653_1828_1.jpg,471,588,488,632,0,0.9361,16848
20210526_163653_1828_1.jpg,638,1327,30,885,0,0.2708,589095
20210526_163653_1828_1.jpg,442,538,466,584,0,0.1697,11328
20210526_182313_1383_1.jpg,1394,1505,282,426,0,0.1066,15984
20210526_182313_4442_3.jpg,685,749,181,262,1,0.7053,5184
20210526_182313_3152_3.jpg,672,748,193,278,0,0.2019,6460
20210614_154716_6284_1.jpg,1844,1910,14,122,0,0.1286,7128
20210618_151458_1329_3.jpg,1510,1727,16,157,0,0.8086,30597
20210618_151458_1329_3.jpg,60,325,7,134,0,0.2427,33655
20210618_151458_1329_3.jpg,1060,1383,61,193,0,0.2082,42636
20210618_151458_1329_3.jpg,1656,1868,36,186,0,0.1772,31800
20210526_182313_2583_3.jpg,681,748,181,261,1,0.3453,5360
20210526_182313_2583_3.jpg,78,208,9,134,0,0.134,16250
20210618_151458_17235_1.jpg,1271,1324,7,60,0,0.5114,2809
20210526_163653_3475_1.jpg,1661,1700,61,106,0,0.1426,1755
20210618_151458_7250_3.jpg,1551,1717,13,150,0,0.7196,22742
20210618_151458_7250_3.jpg,1673,1883,37,200,0,0.3426,34230
20210618_151458_7250_3.jpg,543,969,9,210,0,0.3277,85626
20210618_151458_7250_3.jpg,16,264,17,143,0,0.255,31248
20210618_151458_7250_3.jpg,1463,1658,23,145,0,0.25,23790
20210614_154716_5354_3.jpg,1,329,39,439,0,0.1958,131200
20210526_182313_1923_3.jpg,680,756,187,274,0,0.271,6612
20210526_182313_2253_3.jpg,676,753,203,290,0,0.2138,6699
20210526_163653_1232_1.jpg,1470,1590,190,373,0,0.4482,21960
20210526_182313_2463_3.jpg,682,743,182,259,1,0.5319,4697
20210526_182313_1263_1.jpg,1292,1358,144,234,0,0.5019,5940
20210526_182313_1038_3.jpg,689,761,172,261,0,0.3115,6408
20210526_182313_5405_1.jpg,734,1721,0,856,0,0.1929,844872
20210614_154716_2872_3.jpg,1574,1920,268,740,1,0.1134,163312
20210618_151458_7460_3.jpg,1598,1832,30,174,0,0.6616,33696
20210618_151458_7460_3.jpg,31,295,3,131,0,0.2644,33792
20210618_151458_7460_3.jpg,1700,1896,49,199,0,0.26,29400
20210618_151458_7460_3.jpg,1462,1669,32,151,0,0.1585,24633
20210618_151458_7460_3.jpg,519,1029,4,153,0,0.1024,75990
20210526_165204_9609_3.jpg,829,1264,46,291,0,0.2299,106575
20210526_182313_5390_1.jpg,688,1771,0,805,0,0.1563,871815
20210618_151458_7832_3.jpg,1656,1880,42,202,0,0.7489,35840
20210618_151458_7832_3.jpg,1554,1723,17,153,0,0.6784,22984
20210618_151458_7832_3.jpg,33,285,5,135,0,0.262,32760
20210618_151458_7832_3.jpg,1491,1651,12,140,0,0.2096,20480
20210526_170716_1769_3.jpg,835,1260,35,288,0,0.221,107525
20210614_154716_4403_1.jpg,0,20,7,42,0,0.2657,700
20210614_154716_4403_1.jpg,34,38,29,43,0,0.1325,56
20210526_182313_4562_3.jpg,686,764,179,266,0,0.1415,6786
20210614_154716_6359_1.jpg,1,19,10,41,0,0.1385,558
20210526_182313_1728_3.jpg,686,751,180,268,1,0.3894,5720
20210526_182313_1728_3.jpg,1166,1230,2,105,0,0.1952,6592
20210614_154716_15559_3.jpg,1264,1509,854,1068,0,0.5399,52430
20210614_154716_12049_3.jpg,1087,1636,202,504,0,0.1889,165798
20210618_151458_7370_3.jpg,506,722,0,144,0,0.1868,31104
20210614_154716_6147_3.jpg,0,296,62,437,0,0.1129,111000
20210526_182313_2373_3.jpg,682,764,185,269,0,0.2733,6888
20210526_182313_2373_3.jpg,631,712,284,366,0,0.2011,6642
20210526_182313_1803_3.jpg,689,759,189,267,0,0.2708,5460
20210526_165204_1700_3.jpg,635,1016,98,543,0,0.106,169545
20210614_154716_11711_1.jpg,1519,1885,133,438,1,0.1876,111630
20210526_182313_5525_1.jpg,647,1739,0,865,0,0.3435,944580
20210618_151458_11293_3.jpg,1543,1713,16,149,0,0.7165,22610
20210618_151458_11293_3.jpg,1701,1884,41,203,0,0.4603,29646
20210618_151458_11293_3.jpg,1610,1816,30,171,0,0.2465,29046
20210618_151458_11293_3.jpg,1051,1379,47,194,0,0.1631,48216
20210618_151458_11293_3.jpg,1570,1686,28,107,0,0.1127,9164
20210614_154716_3154_3.jpg,5,41,1,47,0,0.1656,1656
20210614_154716_3154_3.jpg,28,84,0,45,0,0.1462,2520
20210526_182313_13063_1.jpg,1550,1611,69,140,0,0.7884,4331
20210526_182313_13063_1.jpg,1331,1379,69,136,0,0.6822,3216
20210526_165204_1401_3.jpg,882,1239,46,282,0,0.3156,84252
20210526_182313_4352_3.jpg,689,755,178,259,1,0.4138,5346
20210526_170716_2759_1.jpg,564,1250,22,527,1,0.2849,346430
20210526_170716_2759_1.jpg,575,722,654,755,0,0.1328,14847
20210526_182313_5296_3.jpg,677,738,188,262,1,0.3357,4514
20210526_182313_2598_1.jpg,1765,1838,28,155,0,0.3222,9271
20210526_182313_2598_1.jpg,1775,1825,29,98,0,0.1336,3450
20210526_182313_2598_1.jpg,1760,1898,12,229,0,0.1185,29946
20210618_151458_3044_1.jpg,1020,1238,17,159,0,0.2612,30956
20210618_151458_3044_1.jpg,1254,1636,0,117,0,0.1678,44694
20210618_151458_3044_1.jpg,1266,1357,184,287,0,0.1008,9373
20210526_182313_1398_3.jpg,152,288,0,99,0,0.4537,13464
20210526_182313_1398_3.jpg,688,750,183,259,0,0.1929,4712
20210526_182313_1398_3.jpg,644,820,148,354,0,0.1436,36256
20210526_182313_1398_3.jpg,186,270,0,65,0,0.1031,5460
20210526_182313_2013_3.jpg,682,757,188,269,0,0.1811,6075
20210618_151458_4284_1.jpg,1170,1249,84,193,0,0.2885,8611
20210526_182313_12301_3.jpg,82,185,12,117,0,0.1398,10815
20210526_182313_11269_1.jpg,1693,1774,115,239,0,0.2855,10044
20210526_182313_11269_1.jpg,1696,1746,84,136,0,0.1545,2600
20210526_182313_1278_3.jpg,715,772,178,246,0,0.489,3876
20210526_182313_1278_3.jpg,1566,1690,223,378,0,0.2966,19220
20210526_182313_5645_1.jpg,816,927,529,668,0,0.2411,15429
20210526_182313_5645_1.jpg,887,972,536,673,0,0.1301,11645
20210526_182313_5376_3.jpg,678,739,192,267,1,0.2657,4575
20210614_154716_2707_1.jpg,1479,1557,10,79,0,0.124,5382
20210526_182313_2478_1.jpg,1402,1449,89,148,0,0.8835,2773
20210614_154716_4425_3.jpg,1312,1642,223,398,0,0.5898,57750
20210614_154716_4425_3.jpg,1203,1649,154,481,0,0.1918,145842
20210614_154716_4425_3.jpg,165,279,0,55,0,0.1094,6270
20210526_163653_467_1.jpg,1241,1333,434,554,0,0.705,11040
20210526_163653_467_1.jpg,1263,1322,449,513,0,0.3665,3776
20210526_163653_467_1.jpg,1000,1115,477,598,0,0.3659,13915
20210526_163653_467_1.jpg,1049,1160,470,599,0,0.243,14319
20210526_182313_2133_3.jpg,690,738,191,253,0,0.1778,2976
20210526_165204_9594_3.jpg,814,1250,43,297,0,0.1051,110744
20210614_154716_15604_3.jpg,3,50,734,795,0,0.2061,2867
20210526_170716_1206_1.jpg,1182,1262,237,331,0,0.1488,7520
20210526_170716_1206_1.jpg,1183,1274,277,404,0,0.1038,11557
20210526_182313_2703_3.jpg,687,749,185,259,1,0.5074,4588
20210526_182313_11254_1.jpg,2,24,7,51,0,0.7078,968
20210526_182313_11254_1.jpg,21,41,2,38,0,0.1647,720
20210526_182313_11254_1.jpg,10,36,11,50,0,0.1456,1014
20210614_154716_13351_3.jpg,1662,1898,377,512,1,0.4388,31860
20210614_154716_13351_3.jpg,94,202,159,242,1,0.1433,8964
20210526_165204_1372_1.jpg,1496,1765,7,130,0,0.4502,33087
20210526_182313_1488_3.jpg,685,742,187,259,0,0.1629,4104
20210526_182313_4951_3.jpg,85,214,0,135,0,0.5837,17415
20210526_182313_4951_3.jpg,712,765,187,247,0,0.4685,3180
20210526_182313_4112_3.jpg,676,738,195,267,1,0.4692,4464
20210526_182313_4112_3.jpg,464,1111,27,619,0,0.1985,383024
20210526_163653_2923_1.jpg,1098,1172,375,490,0,0.8608,8510
20210526_163653_2923_1.jpg,820,905,396,493,0,0.1456,8245
20210526_163653_2923_1.jpg,1834,1919,39,218,0,0.1042,15215
20210526_182313_4157_3.jpg,676,743,191,268,1,0.2118,5159
20210526_170716_2234_1.jpg,1784,1909,0,64,0,0.6438,8000
20210526_170716_2234_1.jpg,1386,1715,5,147,0,0.1489,46718
20210526_182313_13078_1.jpg,1073,1132,119,192,0,0.8517,4307
20210526_182313_13078_1.jpg,1346,1419,105,192,0,0.7306,6351
20210526_182313_4112_1.jpg,726,1718,0,850,0,0.2253,843200
20210526_182313_4951_1.jpg,699,785,307,427,0,0.9832,10320
20210526_182313_4951_1.jpg,462,553,351,462,0,0.5326,10101
20210526_182313_4951_1.jpg,542,690,568,718,0,0.3285,22200
20210526_182313_4951_1.jpg,664,837,503,696,0,0.1669,33389
20210526_182313_4951_1.jpg,422,504,352,454,0,0.1095,8364
20210526_182313_12755_1.jpg,905,976,102,198,0,0.9937,6816
20210526_182313_12755_1.jpg,1408,1466,144,215,0,0.9907,4118
20210526_165204_1372_3.jpg,844,1240,37,264,0,0.1601,89892
20210526_170716_1206_3.jpg,880,1189,44,209,1,0.1724,50985
20210614_154716_15604_1.jpg,1310,1359,315,373,0,0.2459,2842
20210614_154716_15604_1.jpg,1613,1661,334,394,0,0.1145,2880
20210614_154716_13351_1.jpg,1542,1583,415,466,0,0.1108,2091
20210526_182313_11254_3.jpg,1350,1510,2,59,0,0.134,9120
20210614_154716_17004_3.jpg,888,1025,5,176,0,0.1024,23427
20210526_165204_9594_1.jpg,374,1252,17,813,1,0.2078,698888
20210526_182313_1818_3.jpg,686,749,180,263,1,0.1791,5229
20210614_154716_4370_1.jpg,4,32,5,30,0,0.878,700
20210526_163653_2573_1.jpg,2,35,5,53,0,0.9784,1584
20210526_163653_2573_1.jpg,8,38,10,55,0,0.3404,1350
20210614_154716_4425_1.jpg,1441,1485,283,330,0,0.3064,2068
20210614_154716_2707_3.jpg,0,99,148,308,1,0.1175,15840
20210526_182313_5376_1.jpg,774,1747,0,822,0,0.2638,799806
20210526_182313_5600_3.jpg,680,741,190,264,0,0.23,4514
20210526_182313_5645_3.jpg,679,739,193,274,1,0.1833,4860
20210526_182313_5645_3.jpg,453,1134,32,632,0,0.1096,408600
20210526_182313_1278_1.jpg,949,991,240,298,0,0.3904,2436
20210526_182313_1278_1.jpg,930,1016,242,356,1,0.105,9804
20210526_182313_1023_3.jpg,698,762,175,251,1,0.1567,4864
20210526_182313_1023_3.jpg,1113,1213,407,491,0,0.1174,8400
20210526_182313_12301_1.jpg,1790,1827,17,66,0,0.1492,1813
20210526_182313_1938_3.jpg,686,745,182,260,1,0.3627,4602
20210618_151458_4284_3.jpg,1553,1743,19,155,0,0.7557,25840
20210618_151458_4284_3.jpg,1668,1875,40,197,0,0.4773,32499
20210618_151458_4284_3.jpg,1476,1673,29,147,0,0.151,23246
20210618_151458_4284_3.jpg,1054,1317,54,181,0,0.1222,33401
20210618_151458_4284_3.jpg,24,262,13,155,0,0.1144,33796
20210526_182313_1398_1.jpg,1609,1654,98,163,0,0.135,2925
20210614_154716_2740_1.jpg,1565,1848,124,360,0,0.2084,66788
20210614_154716_2740_1.jpg,1589,1681,328,432,0,0.1576,9568
20210618_151458_3044_3.jpg,777,889,629,711,0,0.1385,9184
20210526_182313_2598_3.jpg,665,750,196,287,0,0.3009,7735
20210526_182313_2598_3.jpg,637,803,161,359,0,0.1991,32868
20210526_182313_2598_3.jpg,680,737,186,258,1,0.1127,4104
20210526_182313_13063_3.jpg,1463,1595,968,1066,0,0.15,12936
20210526_163653_2938_1.jpg,509,624,617,782,0,0.6922,18975
20210526_163653_2938_1.jpg,86,189,595,723,0,0.5025,13184
20210526_163653_2938_1.jpg,122,229,607,735,0,0.1807,13696
20210526_163653_2938_1.jpg,1745,1788,31,83,0,0.1599,2236
20210526_163653_2938_1.jpg,56,153,580,681,0,0.1311,9797
20210526_163653_2938_1.jpg,72,149,636,728,0,0.1017,7084
20210526_182313_4352_1.jpg,730,1727,4,837,0,0.1039,830501
20210526_165204_1401_1.jpg,517,1242,27,875,1,0.2524,614800
20210526_165204_1401_1.jpg,547,709,579,797,0,0.1845,35316
20210526_182313_5525_3.jpg,686,744,192,267,1,0.3892,4350
20210614_154716_11711_3.jpg,532,718,272,417,0,0.1796,26970
20210614_154716_11711_3.jpg,1281,1567,315,437,0,0.1146,34892
20210618_151458_11293_1.jpg,0,710,21,796,1,0.4697,550250
